Scheme Name	Net Asset Value
	
quant Large & Mid Cap Fund - Bonus Option - Regular Plan	84.9041
quant Large & Mid Cap Fund - Bonus Option-Direct Plan	84.9041
quant Large & Mid Cap Fund - Growth Option	84.8153
quant Large & Mid Cap Fund - Growth Option-Direct Plan	90.775
quant Large & Mid Cap Fund - IDCW Option - Direct Plan	42.2771
quant Large & Mid Cap Fund - IDCW Option - Regular Plan	51.6889
	
	
	
SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	251.4282
SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	204.0348
SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth	482.3766
SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth	451.6265
	
	
	
Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	29.9316
Sundaram Large and Midcap Fund Direct Plan - Growth	69.5410
Sundaram Large and Midcap Fund Regular Plan - Growth	62.9984
Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	26.5446
	
	
	
Tata Large & MId Cap Fund -Direct Plan- Growth Option	458.5748
Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option	89.8500
Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option	66.1129
Tata Large & Mid Cap Fund- Regular Plan - Growth Option	410.1556
	
	
	
Union Large & Midcap Fund - Direct Plan - Growth Option	20.37
Union Large & Midcap Fund - Direct Plan - IDCW Option	20.37
Union Large & Midcap Fund - Regular Plan - Growth Option	19.48
Union Large & Midcap Fund - Regular Plan - IDCW Option	19.48
	
	
	
UTI - Core Equity Fund - Direct Plan - Growth Option	131.5359
UTI - Core Equity Fund - Regular Plan - Growth Option	124.7011
UTI Core Equity Fund - Direct Plan - IDCW	64.6379
UTI Core Equity Fund - Regular Plan - IDCW	60.7487
	
	
	
	
	
Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan	430.9
Aditya Birla Sun Life Frontline Equity Fund-DIRECT - IDCW	85.46
Aditya Birla Sun Life Frontline Equity Fund-Growth	394.51
Aditya Birla Sun Life Frontline Equity Fund-Regular - IDCW	36.21
	
	
	
Axis Bluechip Fund - Direct Plan - Growth	53.66
Axis Bluechip Fund - Direct Plan - IDCW	23.01
Axis Bluechip Fund - Regular Plan - Growth	47.40
Axis Bluechip Fund - Regular Plan - IDCW	17.24
	
	
	
BANDHAN Large Cap Fund - Regular Plan - Growth	55.545
BANDHAN Large Cap Fund - Regular Plan - IDCW	18.895
BANDHAN Large Cap Fund-Direct Plan-Growth	62.500
BANDHAN Large Cap Fund-Direct Plan-IDCW	24.282
	
	
	
BANK OF INDIA Bluechip Fund Direct Plan Growth	12.50
BANK OF INDIA Bluechip Fund Direct Plan IDCW	12.49
BANK OF INDIA Bluechip Fund Regular Plan Growth	12.15
BANK OF INDIA Bluechip Fund Regular Plan IDCW	12.15
	
	
	
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option	184.9969
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option	24.6681
BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option	20.9626
BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option	163.7435
	
	
	
CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - GROWTH OPTION	53.0400
CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	42.7500
CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - GROWTH OPTION	46.8800
CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	23.9400
	
	
	
DSP Top 100 Equity Fund - Direct Plan - Growth	362.346
DSP Top 100 Equity Fund - Direct Plan - IDCW	25.050
DSP Top 100 Equity Fund - Regular Plan - Growth	336.495
DSP Top 100 Equity Fund - Regular Plan - IDCW	22.186
	
	
	
Edelweiss Large Cap Fund - Direct Plan - IDCW Option	31.58
Edelweiss Large Cap Fund - Direct Plan-Growth option	71.85
Edelweiss Large Cap Fund - Plan B - IDCW Option	65.46
Edelweiss Large Cap Fund - Plan C - IDCW Option	52.19
Edelweiss Large Cap Fund - Regular Plan - Growth Option	64.3
Edelweiss Large Cap Fund - Regular Plan - IDCW Option	23.56
Edelweiss Large Cap Fund -Plan B - Growth option	64.7
Edelweiss Large Cap Fund -Plan C - Growth option	63.85
	
	
	
Franklin India BLUECHIP FUND - Direct - IDCW 	48.7251
Franklin India BLUECHIP FUND - IDCW 	42.5757
Franklin India Bluechip Fund- Direct - Growth	838.9053
Franklin India Bluechip Fund-Growth	768.3008
	
	
	
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option	38.29
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option	32.73
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	22.19
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	21.54
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	17.11
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	21.38
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	18.44
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	19.65
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	18.85
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	19.54
	
	
	
HDFC Top 100 Fund - Growth Option - Direct Plan	934.846
HDFC Top 100 Fund - Growth Option - Regular Plan	873.495
HDFC Top 100 Fund - IDCW Option - Direct Plan	60.769
HDFC Top 100 Fund - IDCW Option - Regular Plan	53.533
	
	
	
HSBC Large Cap Fund - Direct Growth	393.8650
HSBC Large Cap Fund - Direct IDCW	39.3430
HSBC Large Cap Fund - Regular Growth	360.4488
HSBC Large Cap Fund - Regular IDCW	41.9090
	
	
	
ICICI Prudential Bluechip Fund - Direct Plan - Growth	86.48
ICICI Prudential Bluechip Fund - Direct Plan - IDCW	49.87
ICICI Prudential Bluechip Fund - Growth	79.55
ICICI Prudential Bluechip Fund - IDCW	27.61
ICICI Prudential Bluechip Fund - Institutional Option - I - Growth	37.59
	
	
	
Invesco India Largecap Fund - Direct Plan - Growth	58.49
Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment)	30.85
Invesco India Largecap Fund - Growth	49.94
Invesco India Largecap Fund - IDCW (Payout / Reinvestment)	25.7
	
	
	
ITI Large Cap Fund - Direct Plan - Growth Option	14.3891
ITI Large Cap Fund - Direct Plan - IDCW Option	14.3891
ITI Large Cap Fund - Regular Plan - Growth Option	13.5440
ITI Large Cap Fund - Regular Plan - IDCW Option	13.5440
	
	
	
JM Large Cap Fund (Direct) - Annual IDCW	54.0129
JM Large Cap Fund (Direct) - Growth Option	131.1243
JM Large Cap Fund (Direct) - Half Yearly IDCW 	53.6362
JM Large Cap Fund (Direct) - IDCW	52.6456
JM Large Cap Fund (Direct) - Monthly IDCW 	53.5242
JM Large Cap Fund (Direct) - Quarterly IDCW	54.0227
JM Large Cap Fund (Regular) - Annual IDCW	23.4573
JM Large Cap Fund (Regular) - Growth Option	117.5058
JM Large Cap Fund (Regular) - Half Yearly IDCW	19.2634
JM Large Cap Fund (Regular) - IDCW 	22.8112
JM Large Cap Fund (Regular) - Monthly IDCW	18.2586
JM Large Cap Fund (Regular) - Quarterly IDCW	26.5185
	
	
	
Kotak Bluechip Fund - Growth	427.68
Kotak Bluechip Fund - Growth - Direct	482.067
Kotak Bluechip Fund - Payout of Income Distribution cum capital withdrawal option - Direct	63.755
Kotak Bluechip Fund - Payout of Income Distribution cumcapital withdrawal option	55.206
	
	
	
LIC MF Large Cap Fund-Direct Plan-Growth	48.0849
LIC MF Large Cap Fund-Direct Plan-IDCW	30.2855
LIC MF Large Cap Fund-Regular Plan-Growth	43.1679
LIC MF Large Cap Fund-Regular Plan-IDCW	26.0707
	
	
	
Mahindra Manulife Large Cap Fund - Direct Plan - IDCW	16.3132
Mahindra Manulife Large Cap Fund - Direct Plan -Growth	19.2739
Mahindra Manulife Large Cap Fund - Regular Plan - Growth	17.6913
Mahindra Manulife Large Cap Fund - Regular Plan - IDCW	14.7989
	
	
	
Mirae Asset Large Cap Fund - Direct Plan - Growth	97.339
Mirae Asset Large Cap Fund - Growth Plan	87.851
Mirae Asset Large Cap Fund Direct IDCW	59.949
Mirae Asset Large Cap Fund Regular IDCW	26.520
	
	
	
Nippon India Large Cap  Fund- Growth Plan -Growth Option	66.0913
NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option	34.0190
Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option	72.6009
Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option	72.6009
NIPPON INDIA LARGE CAP FUND - IDCW Option	23.3872
Nippon India Large Cap Fund- Growth Plan Bonus Option	66.0913
Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option	34.1366
	
	
	
PGIM India Large Cap Fund - BONUS OPTION	22.38
PGIM India Large Cap Fund - Direct Plan - Bonus	24.02
PGIM India Large Cap Fund - Direct Plan - Dividend	26.35
PGIM India Large Cap Fund - Direct Plan - Growth	315.57
PGIM India Large Cap Fund - Dividend	18.94
PGIM India Large Cap Fund - Growth	273.22
PGIM India Large Cap Fund Wealth Plan - Growth Option	34.74
PGIM India Large Cap Fund Wealth Plan -Dividend Option	11.63
	
	
	
quant Large Cap Fund - Growth Option - Direct Plan	11.4066
quant Large Cap Fund - Growth Option - Regular Plan	11.173
quant Large Cap Fund - IDCW Option - Direct Plan	11.4098
quant Large Cap Fund - IDCW Option - Regular Plan	11.1712
	
	
	
SBI Blue Chip Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	51.1835
SBI Blue Chip Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	40.9971
SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH	78.8657
SBI BLUE CHIP FUND-REGULAR PLAN GROWTH	72.0660
	
	
	
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	15.4039
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	14.6615
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	15.4039
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	14.6615
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth	17.8674
Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth	17.0225
	
	
	
Tata Large Cap Fund -Direct Plan Growth Option	429.2694
Tata Large Cap Fund -Regular Plan - Growth Option	380.6908
Tata Large Cap Fund- Direct Plan - Payout of IDCW Option	97.5291
Tata Large Cap Fund- Regular Plan - Payout of IDCW Option	82.9486
	
	
	
Taurus Largecap Equity Fund - Direct Plan - Growth	123.09
Taurus Largecap Equity Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	54.22
Taurus Largecap Equity Fund - Regular Plan - Growth	116.62
Taurus Largecap Equity Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	51.08
	
	
	
Union Largecap Fund - Direct Plan - Growth Option	19.53
Union Largecap Fund - Direct Plan - IDCW Option	19.53
Union Largecap Fund - Regular Plan - Growth Option	18.67
Union Largecap Fund - Regular Plan - IDCW Option	18.67
	
	
	
UTI - Master Share-Growth Option	215.8486
UTI - Master Share-Growth Option - Direct	233.0685
UTI Mastershare Unit Scheme - Direct Plan - IDCW	52.9899
UTI Mastershare Unit Scheme - Regular Plan - IDCW	46.0192
	
	
	
WhiteOak Capital Large Cap Fund Direct Plan Growth	10.756
WhiteOak Capital Large Cap Fund Direct Plan IDCW	10.756
WhiteOak Capital Large Cap Fund Regular Plan Growth	10.598
WhiteOak Capital Large Cap Fund Regular Plan IDCW	10.598
	
	
	
	
	
Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan	625.5
Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW	76.39
Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW	45.44
Aditya Birla Sun Life MIDCAP Fund-Growth	569.88
	
	
	
Axis Midcap Fund - Direct Plan - Growth	90.11
Axis Midcap Fund - Direct Plan - IDCW	45.17
Axis Midcap Fund - Regular Plan - Growth	78.96
Axis Midcap Fund - Regular Plan - IDCW	34.85
	
	
	
BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN	12.326
BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN	12.087
BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN	12.321
BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN	12.088
	
	
	
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH	30.05
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW	24.54
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH	28.17
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW	23.88
	
	
	
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option	83.8462
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option	60.7600
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option	72.2678
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option	49.3108
	
	
	
Canara Robeco Mid Cap Fund- Direct Plan- Growth Option	12.0200
Canara Robeco Mid Cap Fund- Direct Plan- IDCW	12.0300
Canara Robeco Mid Cap Fund- Regular Plan- Growth Option	11.8600
Canara Robeco Mid Cap Fund- Regular Plan- IDCW	11.8500
	
	
	
DSP Midcap Fund - Direct Plan - Growth	116.504
DSP Midcap Fund - Direct Plan - IDCW	59.671
DSP Midcap Fund - Regular Plan - Growth	106.518
DSP Midcap Fund - Regular Plan - IDCW	26.050
	
	
	
Edelweiss Mid Cap Fund - Direct Plan - Growth Option	72.507
Edelweiss Mid Cap Fund - Direct Plan - IDCW Option	52.869
Edelweiss Mid Cap Fund - Regular Plan - Growth Option	63.607
Edelweiss Mid Cap Fund - Regular Plan - IDCW Option	36.672
	
	
	
Franklin India Prima Fund - Direct - Growth	2056.6993
Franklin India PRIMA FUND - Direct - IDCW 	87.9322
Franklin India PRIMA FUND - IDCW 	74.2804
Franklin India Prima Fund-Growth	1855.4760
	
	
	
HDFC Mid-Cap Opportunities Fund - Growth Option - Direct Plan	143.807
HDFC Mid-Cap Opportunities Fund - Growth Plan	132.079
HDFC Mid-Cap Opportunities Fund - IDCW Option - Direct Plan	62.304
HDFC Mid-Cap Opportunities Fund - IDCW Plan	44.463
	
	
	
HSBC Midcap Fund - Direct Growth	285.4248
HSBC Midcap Fund - Direct IDCW	63.8984
HSBC Midcap Fund - Regular Growth	257.3111
HSBC Midcap Fund - Regular IDCW	57.5307
	
	
	
Invesco India Midcap Fund - Direct Plan - Growth Option	127.39
Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment)	51.51
Invesco India Midcap Fund - Growth Option	108.33
Invesco India Midcap Fund - IDCW (Payout / Reinvestment)	40.96
	
	
	
ITI Mid Cap Fund - Direct Plan - Growth Option	14.9130
ITI Mid Cap Fund - Direct Plan - IDCW Option	14.9130
ITI Mid Cap Fund - Regular Plan - Growth Option	14.0838
ITI Mid Cap Fund - Regular Plan - IDCW Option	14.0838
	
	
	
JM Midcap Fund (Direct) - Growth	13.4921
JM Midcap Fund (Direct) - IDCW	13.4921
JM Midcap Fund (Regular) - Growth	13.2578
JM Midcap Fund (Regular) - IDCW	13.2578
	
	
	
Kotak Emerging Equity Scheme - Growth	91.83
Kotak Emerging Equity Scheme - Growth - Direct	104.313
Kotak Emerging Equity Scheme - Payout of Income Distribution cum capital withdrawal option	50.435
Kotak Emerging Equity Scheme - Payout of Income Distribution cum capital withdrawal option - Direct	62.148
	
	
	
LIC MF Mid Cap Fund-Direct Plan-Growth	22.293
LIC MF Mid Cap Fund-Direct Plan-IDCW	20.9611
LIC MF Mid Cap Fund-Regular Plan-Growth	20.2968
LIC MF Mid Cap Fund-Regular Plan-IDCW	19.049
	
	
	
Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW	21.8176
Mahindra Manulife Mid Cap Fund - Direct Plan -Growth	25.2560
Mahindra Manulife Mid Cap Fund - Regular Plan - Growth	22.8976
Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW	19.5229
	
	
	
Mirae Asset Midcap Fund - Regular Plan-Growth Option	26.401
Mirae Asset Midcap Fund Direct IDCW	23.592
Mirae Asset Midcap Fund Regular IDCW	22.096
Mirae Asset Midcap Fund- Direct Growth Option	28.012
	
	
	
Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment	35.6716
Motilal Oswal Midcap Fund-Direct Plan-Growth Option	71.3649
Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment	33.1087
Motilal Oswal Midcap Fund-Regular Plan-Growth Option	63.4549
	
	
	
NIPPON INDIA GROWTH FUND - DIRECT Plan - IDCW Option	143.8707
Nippon India Growth Fund - Direct Plan Growth Plan - Bonus Option	498.3552
Nippon India Growth Fund - Direct Plan Growth Plan - Growth Option	2999.7300
NIPPON INDIA GROWTH FUND - IDCW Option	96.0190
NIPPON INDIA GROWTH FUND - INSTITUTIONAL Plan - IDCW Option	966.3191
Nippon India Growth Fund-Growth Plan-Bonus Option	462.4420
Nippon India Growth Fund-Growth Plan-Growth Option	2777.9382
	
	
	
PGIM India Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout	45.93
PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option	55.41
PGIM India Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout	23
PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option	48.91
	
	
	
quant Mid Cap Fund - Growth Option - Direct Plan	183.7232
quant Mid Cap Fund - Growth Option - Regular Plan	167.023
quant Mid Cap Fund - IDCW Option - Direct Plan	64.5262
quant Mid Cap Fund - IDCW Option - Regular Plan	59.3685
	
	
	
SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH	199.5435
SBI Magnum MidCap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	113.1303
SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH	180.7610
SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	73.8601
	
	
	
Sundaram Mid Cap Fund Direct Plan - Growth	988.3925
Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	57.6950
Sundaram Mid Cap Fund Regular Plan - Growth	918.6565
Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	52.8757
	
	
	
Tata Mid Cap Growth Fund - Direct Plan- Growth Option	348.9599
Tata Mid Cap Growth Fund - Direct Plan- IDCW Option	115.1857
Tata Mid Cap Growth Fund Regular Plan- Growth Option	313.4718
Tata Mid Cap Growth Fund-Regular Plan - IDCW Option	86.5218
	
	
	
Taurus Discovery (Midcap) Fund - Direct Plan - Growth	103.92
Taurus Discovery (Midcap) Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	92.32
Taurus Discovery (Midcap) Fund - Regular Plan - Growth	99.14
Taurus Discovery (Midcap) Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	88.37
	
	
	
Union Midcap Fund - Direct Plan - Growth Option	35.69
Union Midcap Fund - Direct Plan - IDCW Option	35.69
Union Midcap Fund - Regular Plan - Growth Option	34.02
Union Midcap Fund - Regular Plan - IDCW Option	34.02
	
	
	
UTI Mid Cap Fund - Direct Plan - IDCW	123.3967
UTI Mid Cap Fund - Regular Plan - IDCW	108.2156
UTI Mid Cap Fund-Growth Option	228.6846
UTI Mid Cap Fund-Growth Option- Direct	250.7538
	
	
	
WhiteOak Capital Mid Cap Fund Direct Plan Growth	12.977
WhiteOak Capital Mid Cap Fund Direct Plan IDCW	12.977
WhiteOak Capital Mid Cap Fund Regular Plan Growth	12.729
WhiteOak Capital Mid Cap Fund Regular Plan IDCW	12.729
	
	
	
	
	
Aditya Birla Sun Life Multi-Cap Fund-Direct Growth	15.2
Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout	15.2
Aditya Birla Sun Life Multi-Cap Fund-Regular Growth	14.61
Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout	14.61
	
	
	
Axis Multicap Fund - Direct Growth	12.40
Axis Multicap Fund - Direct Plan - IDCW	12.40
Axis Multicap Fund - Regular Plan - Growth	12.07
Axis Multicap Fund - Regular Plan - IDCW	12.07
	
	
	
BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN	13.079
BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN	12.678
BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN	13.072
BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN	12.679
	
	
	
Bank of India Multi Cap Fund Direct Plan - Growth	12.77
Bank of India Multi Cap Fund Direct Plan - IDCW	12.77
Bank of India Multi Cap Fund Regular Plan - Growth	12.70
Bank of India Multi Cap Fund Regular Plan - IDCW	12.70
